index,participants,hypernym,hyponym,word,words_excluded,id,full_list,clean_list,label,word_spec_map
1730,5D_14,"persona, essere vivente, mammifero",insegnante di storia,insegnante,mammifero,1730_5D_14,"['persona' 'essere vivente' 'mammifero' 'insegnante'
 'insegnante di storia']",['persona' 'essere vivente' 'insegnante' 'insegnante di storia'],['B-' 'B-' 'O' 'B-' 'B-'],
1572,1D_23,stato d'animo,spropositata,gioia,,1572_1D_23,"[""stato d'animo"" 'gioia' 'spropositata']","[""stato d'animo"" 'gioia' 'spropositata']",['B-' 'B-' 'B-'],
533,3C_7,"ferrari, veloce, ruote",,automobile,"ferrari, veloce, ruote",533_3C_7,['ferrari' 'veloce' 'ruote' 'automobile'],['automobile'],['O' 'O' 'O' 'B-'],
1235,1D_2,sentimento,"claustrofobia, aerofobia, aracnofobia",paura,"aerofobia, aracnofobia",1235_1D_2,['sentimento' 'paura' 'claustrofobia' 'aerofobia' 'aracnofobia'],['sentimento' 'paura' 'claustrofobia'],['B-' 'B-' 'B-' 'O' 'O'],
2027,2F_25,,"pensiero, ragionare",mente,"pensiero, ragionare",2027_2F_25,[' mente' 'pensiero' 'ragionare'],[' mente'],['B-' 'O' 'O'],
1945,1D_16,"testa, corpo",cervello,mente,"testa, corpo, cervello",1945_1D_16,['testa' 'corpo' 'mente' 'cervello'],['mente'],['O' 'O' 'B-' 'O'],
2983,2F_13,buona,panna,torta,buona,2983_2F_13,['buona' 'torta' 'panna'],['torta' 'panna'],['O' 'B-' 'B-'],
1101,3C_6,"sentimento, emozione, sensazione, cosa astratta","amore, gentilezza",affetto,"emozione, gentilezza",1101_3C_6,"['sentimento' 'emozione' 'sensazione' 'cosa astratta' 'affetto' 'amore'
 'gentilezza']",['sentimento' 'sensazione' 'cosa astratta' 'affetto' 'amore'],['B-' 'O' 'B-' 'B-' 'B-' 'B-' 'O'],
3026,3B_5,"dolce, cibo, alimento, energia, risorsa",crostata,torta,risorsa,3026_3B_5,['dolce' 'cibo' 'alimento' 'energia' 'risorsa' 'torta' 'crostata'],['dolce' 'cibo' 'alimento' 'energia' 'torta' 'crostata'],['B-' 'B-' 'B-' 'B-' 'O' 'B-' 'B-'],
1802,5D_18,"prodotto della mente, cosa astratta",incubo,sogno,prodotto della mente,1802_5D_18,['prodotto della mente' 'cosa astratta' 'sogno' 'incubo'],['cosa astratta' 'sogno' 'incubo'],['O' 'B-' 'B-' 'B-'],
2357,3C_20,"mammifero, animale, essere vivente",purosangue,cavallo,,2357_3C_20,['mammifero' 'animale' 'essere vivente' 'cavallo' 'purosangue'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'purosangue'],['B-' 'B-' 'B-' 'B-' 'B-'],
566,5D_19,"mezzo di trasporto, ha quattro ruote","panda, lamborghini, ferrari",automobile,"ha quattro ruote, lamborghini, ferrari",566_5D_19,"['mezzo di trasporto' 'ha quattro ruote' 'automobile' 'panda'
 'lamborghini' 'ferrari']",['mezzo di trasporto' 'automobile' 'panda'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
2988,2F_18,"cibo, bontà, gusto, dolce, delizia","cioccolato e limone, vaniglia e arancia, fragola e mela, pistacchio e puffo, banana",torta,"bontà, gusto, dolce, delizia, vaniglia e arancia, fragola e mela, pistacchio e puffo, banana",2988_2F_18,"['cibo' 'bontà' 'gusto' 'dolce' 'delizia' 'torta' 'cioccolato e limone'
 'vaniglia e arancia' 'fragola e mela' 'pistacchio e puffo' 'banana']",['cibo' 'torta' 'cioccolato e limone'],['B-' 'O' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O' 'O' 'O'],
898,3C_1,"mammifero, animale, essere vivente","pony, puledro",cavallo,puledro,898_3C_1,['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony' 'puledro'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-' 'O'],
2638,3B_4,immaginazione,,sogno,,2638_3B_4,['immaginazione' 'sogno'],['immaginazione' 'sogno'],['B-' 'B-'],
1238,2F_13,"felicità, sentimento",lacrima,gioia,"felicità, lacrima",1238_2F_13,['felicità' 'sentimento' 'gioia' 'lacrima'],['sentimento' 'gioia'],['O' 'B-' 'B-' 'O'],
919,2E_20,"autista, incidenti","macchina, camion",automobile,"autista, incidenti, macchina, camion",919_2E_20,['autista' 'incidenti' 'automobile' 'macchina' 'camion'],['automobile'],['O' 'O' 'B-' 'O' 'O'],
153,1G_12,"dolce, dessert",torta gelato,torta,dessert,153_1G_12,['dolce' 'dessert' 'torta' 'torta gelato'],['dolce' 'torta' 'torta gelato'],['B-' 'O' 'B-' 'B-'],
849,2F_12,"erbivoro, animale, essere vivente, quadrupede",,cavallo,quadrupede,849_2F_12,['erbivoro' 'animale' 'essere vivente' 'quadrupede' 'cavallo'],['erbivoro' 'animale' 'essere vivente' 'cavallo'],['B-' 'B-' 'B-' 'O' 'B-'],
2976,2E_7,"dolce, salata, ingredienti",torta alle mele,torta,"salata, ingredienti",2976_2E_7,['dolce' 'salata' 'ingredienti' 'torta' 'torta alle mele'],['dolce' 'torta' 'torta alle mele'],['B-' 'O' 'O' 'B-' 'B-'],
2485,5B_19,"ira, cosa astratta",sentimento,rabbia,"ira, sentimento",2485_5B_19,['ira' 'cosa astratta' 'rabbia' 'sentimento'],['cosa astratta' 'rabbia'],['O' 'B-' 'B-' 'O'],
2440,3B_24,,,rabbia,,2440_3B_24,[' rabbia'],[' rabbia'],['B-'],
777,1D_12,"mammifero, animale, essere vivente, equitazione","pony, bianchi",cavallo,equitazione,777_1D_12,"['mammifero' 'animale' 'essere vivente' 'equitazione' 'cavallo' 'pony'
 'bianchi']",['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony' 'bianchi'],['B-' 'B-' 'B-' 'O' 'B-' 'B-' 'B-'],
1208,2E_1,felicità,"persona, momento",gioia,"felicità, persona, momento",1208_2E_1,['felicità' 'gioia' 'persona' 'momento'],['gioia'],['O' 'B-' 'O' 'O'],
207,1G_18,"emozione, sensazione, sentimento, cosa astratta, esperienza, entità","fobia, aracnofobia, paura delle tarantole",paura,"sentimento, esperienza ",207_1G_18,"['emozione' 'sensazione' 'sentimento' 'cosa astratta' 'esperienza'
 'entità' 'paura' 'fobia' 'aracnofobia' 'paura delle tarantole']","['emozione' 'sensazione' 'cosa astratta' 'esperienza' 'entità' 'paura'
 'fobia' 'aracnofobia' 'paura delle tarantole']",['B-' 'B-' 'O' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
2849,3C_2,"insieme di momenti e attimi, arco di tempo più o meno lungo","momenti, attimo, millesimo di momento",tempo,"insieme di momenti e attimi, arco di tempo più o meno lungo, attimo, millesimo di momento",2849_3C_2,"['insieme di momenti e attimi' 'arco di tempo più o meno lungo' 'tempo'
 'momenti' 'attimo' 'millesimo di momento']",['tempo' 'momenti'],['O' 'O' 'B-' 'B-' 'O' 'O'],
1290,3C_13,"emozione, sentimento, provare qualcosa",felicità,gioia,"sentimento, felicità",1290_3C_13,['emozione' 'sentimento' 'provare qualcosa' 'gioia' 'felicità'],['emozione' 'provare qualcosa' 'gioia'],['B-' 'O' 'B-' 'B-' 'O'],
1407,2E_14,"docente, lavoro, dovere",di lettere,insegnante,docente,1407_2E_14,['docente' 'lavoro' 'dovere' 'insegnante' 'insegnante di lettere'],['lavoro' 'dovere' 'insegnante' 'insegnante di lettere'],['O' 'B-' 'B-' 'B-' 'B-'],di lettere|||insegnante di lettere___
1824,2F_17,"medicina, pastiglie, oggetti",infermiere,medico,"medicina, pastiglie, oggetti, infermiere",1824_2F_17,['medicina' 'pastiglie' 'oggetti' 'medico' 'infermiere'],['medico'],['O' 'O' 'O' 'B-' 'O'],
2189,2E_2,"tremare, pianto, emozione",brividi,paura,"tremare, pianto, brividi",2189_2E_2,['tremare' 'pianto' 'emozione' 'paura' 'brividi'],['emozione' 'paura'],['O' 'O' 'B-' 'B-' 'O'],
448,2E_23,"mezzo di trasporto, auto, oggetto","ford, ferrari, lamborghini",automobile,"auto, ferrari, lamborghini",448_2E_23,"['mezzo di trasporto' 'auto' 'oggetto' 'automobile' 'ford' 'ferrari'
 'lamborghini']",['mezzo di trasporto' 'oggetto' 'automobile' 'ford'],['B-' 'O' 'B-' 'B-' 'B-' 'O' 'O'],
695,2E_6,"mammifero, animale, essere vivente, entità","pony, nero",cavallo,,695_2E_6,['mammifero' 'animale' 'essere vivente' 'entità' 'cavallo' 'pony' 'nero'],['mammifero' 'animale' 'essere vivente' 'entità' 'cavallo' 'pony' 'nero'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
439,5B_10,"mezzo di trasporto, macchinario, oggetto, entità",ferrari,automobile,,439_5B_10,"['mezzo di trasporto' 'macchinario' 'oggetto' 'entità' 'automobile'
 'ferrari']","['mezzo di trasporto' 'macchinario' 'oggetto' 'entità' 'automobile'
 'ferrari']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
107,1G_8,"emozione, sentimento, sensazione, entità",gioia furibonda,gioia,sentimento,107_1G_8,['emozione' 'sentimento' 'sensazione' 'entità' 'gioia' 'gioia furibonda'],['emozione' 'sensazione' 'entità' 'gioia' 'gioia furibonda'],['B-' 'O' 'B-' 'B-' 'B-' 'B-'],
223,1G_19,servizio,di religione,insegnante,,223_1G_19,['servizio' 'insegnante' 'insegnante di religione'],['servizio' 'insegnante' 'insegnante di religione'],['B-' 'B-' 'B-'],di religione|||insegnante di religione___
2374,3C_21,"mezzo di intrattenimento, cosa","bambola, barbie",giocattolo,mezzo di intrattenimento,2374_3C_21,['mezzo di intrattenimento' 'cosa' 'giocattolo' 'bambola' 'barbie'],['cosa' 'giocattolo' 'bambola' 'barbie'],['O' 'B-' 'B-' 'B-' 'B-'],
1352,1D_9,"cibo, alimento","al cioccolato, al mashmallow",torta,al mashmallow,1352_1D_9,['cibo' 'alimento' 'torta' 'al cioccolato' 'al mashmallow'],['cibo' 'alimento' 'torta' 'al cioccolato'],['B-' 'B-' 'B-' 'B-' 'O'],
1397,1G_5,"maestro, persona, essere vivente",,insegnante,maestro,1397_1G_5,['maestro' 'persona' 'essere vivente' 'insegnante'],['persona' 'essere vivente' 'insegnante'],['O' 'B-' 'B-' 'B-'],
1224,2E_24,nome,,gioia,,1224_2E_24,['nome' 'gioia'],['nome' 'gioia'],['B-' 'B-'],
571,5B_18,parte del corpo,cervello,mente,"parte del corpo, cervello",571_5B_18,['parte del corpo' 'mente' 'cervello'],['mente'],['O' 'B-' 'O'],
373,5B_6,"essere vivente, guidatore",guida una macchina,autista,guidatore,373_5B_6,['essere vivente' 'guidatore' 'autista' 'guida una macchina'],['essere vivente' 'autista' 'guida una macchina'],['B-' 'O' 'B-' 'B-'],
1462,3B_17,"persona, bipede, mammifero, essere vivente","compiti, libri, carta",insegnante,"compiti, libri, carta",1462_3B_17,"['persona' 'bipede' 'mammifero' 'essere vivente' 'insegnante' 'compiti'
 'libri' 'carta']",['persona' 'bipede' 'mammifero' 'essere vivente' 'insegnante'],['B-' 'B-' 'B-' 'B-' 'B-' 'O' 'O' 'O'],
2437,3B_21,"emozione, sentimento",,rabbia,sentimento,2437_3B_21,['emozione' 'sentimento' 'rabbia'],['emozione' 'rabbia'],['B-' 'O' 'B-'],
1179,1D_4,,"felicità, emozione",gioia,"felicità, emozione",1179_1D_4,[' gioia' 'felicità' 'emozione'],[' gioia'],['B-' 'O' 'O'],
819,1G_9,"essere vivente, mammifero",pony,cavallo,mammifero,819_1G_9,['essere vivente' 'mammifero' 'cavallo' 'pony'],['essere vivente' 'cavallo' 'pony'],['B-' 'O' 'B-' 'B-'],
799,1G_11,"mammifero, animale, essere vivente",pony,cavallo,,799_1G_11,['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-'],
2457,3C_16,sentimento,"famiglia, vita sociale",rabbia,"famiglia, vita sociale",2457_3C_16,['sentimento' 'rabbia' 'famiglia' 'vita sociale'],['sentimento' 'rabbia'],['B-' 'B-' 'O' 'O'],
2436,3B_20,"emozione, sentimento",nervoso,rabbia,"sentimento, nervoso",2436_3B_20,['emozione' 'sentimento' 'rabbia' 'nervoso'],['emozione' 'rabbia'],['B-' 'O' 'B-' 'O'],
2470,3C_5,"nervoso, sensazione, sentimento, emozione",,rabbia,"nervoso, sentimento, emozione",2470_3C_5,['nervoso' 'sensazione' 'sentimento' 'emozione' 'rabbia'],['sensazione' 'rabbia'],['O' 'B-' 'O' 'O' 'B-'],
2105,2F_18,"sentimento, emozione",,paura,emozione,2105_2F_18,['sentimento' 'emozione' 'paura'],['sentimento' 'paura'],['B-' 'O' 'B-'],
1319,5B_17,"emozione, sentimento ",felicità,gioia,"sentimento, felicità",1319_5B_17,['emozione' 'sentimento ' 'gioia' 'felicità'],['emozione' 'sentimento ' 'gioia'],['B-' 'B-' 'B-' 'O'],
26,1G_3,"immaginazione, realtà mischiate",brutto,sogno,realtà mischiate,26_1G_3,['immaginazione' 'realtà mischiate' 'sogno' 'brutto'],['immaginazione' 'sogno' 'brutto'],['B-' 'O' 'B-' 'B-'],
55,2E_18,emozione,"gesto, abbraccio, contatto",affetto,"gesto, abbraccio, contatto",55_2E_18,['emozione' 'affetto' 'gesto' 'abbraccio' 'contatto'],['emozione' 'affetto'],['B-' 'B-' 'O' 'O' 'O'],
640,2E_3,stato mentale,spaventoso,sogno, ,640_2E_3,['stato mentale' 'sogno' 'spaventoso'],['stato mentale' 'sogno' 'spaventoso'],['B-' 'B-' 'B-'],
1254,1D_3,"divertimento, emozione, sentimento",dinosauro,giocattolo,"divertimento, emozione, sentimento",1254_1D_3,['divertimento' 'emozione' 'sentimento' 'giocattolo' 'dinosauro'],['giocattolo' 'dinosauro'],['O' 'O' 'O' 'B-' 'B-'],
140,3C_24,"sentimento, emozione, quello che provi, sensazione",personale,affetto,"emozione, quello che provi",140_3C_24,"['sentimento' 'emozione' 'quello che provi' 'sensazione' 'affetto'
 'personale']",['sentimento' 'sensazione' 'affetto' 'personale'],['B-' 'O' 'O' 'B-' 'B-' 'B-'],
1962,2F_7,"immaginazione, pensiero",,sogno,,1962_2F_7,['immaginazione' 'pensiero' 'sogno'],['immaginazione' 'pensiero' 'sogno'],['B-' 'B-' 'B-'],
2350,3C_20,oggetto,"di legno, jenga",giocattolo,,2350_3C_20,['oggetto' 'giocattolo' 'giocattolo di legno' 'jenga'],['oggetto' 'giocattolo' 'giocattolo di legno' 'jenga'],['B-' 'B-' 'B-' 'B-'],di legno|||giocattolo di legno___
148,3C_9,"emozione, sentimento",abbraccio,affetto,"sentimento, abbraccio",148_3C_9,['emozione' 'sentimento' 'affetto' 'abbraccio'],['emozione' 'affetto'],['B-' 'O' 'B-' 'O'],
768,5D_4,"persona, essere vivente, cammina, corre, parla, vede, sente","giada, si prende cura, attenzione",badante,"cammina, corre, parla, vede, sente, si prende cura, attenzione",768_5D_4,"['persona' 'essere vivente' 'cammina' 'corre' 'parla' 'vede' 'sente'
 'badante' 'giada' 'si prende cura' 'attenzione']",['persona' 'essere vivente' 'badante' 'giada'],['B-' 'B-' 'O' 'O' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
1225,2E_25,"attiva, emozione","emotiva, sorriso",gioia,"attiva, emotiva, sorriso",1225_2E_25,['attiva' 'emozione' 'gioia' 'emotiva' 'sorriso'],['emozione' 'gioia'],['O' 'B-' 'B-' 'O' 'O'],
2947,1G_4,"dolce, cibo",,torta,,2947_1G_4,['dolce' 'cibo' 'torta'],['dolce' 'cibo' 'torta'],['B-' 'B-' 'B-'],
837,2E_15,"occupazione, lavoro","autista uber, autista camion uber per consegne",autista,lavoro ,837_2E_15,"['occupazione' 'lavoro' 'autista' 'autista uber'
 'autista camion uber per consegne']","['occupazione' 'lavoro' 'autista' 'autista uber'
 'autista camion uber per consegne']",['B-' 'B-' 'B-' 'B-' 'B-'],
2782,2E_6,"misuratore, meteo, tempo fuori, conteggio","secondo, minuto, ora",tempo,"meteo, tempo fuori, conteggio, minuto, ora",2782_2E_6,"['misuratore' 'meteo' 'tempo fuori' 'conteggio' 'tempo' 'secondo' 'minuto'
 'ora']",['misuratore' 'tempo' 'secondo'],['B-' 'O' 'O' 'O' 'B-' 'B-' 'O' 'O'],
2244,3B_22,emozione,,paura,,2244_3B_22,['emozione' 'paura'],['emozione' 'paura'],['B-' 'B-'],
1769,5D_16,entità,cervello,mente,cervello,1769_5D_16,['entità' 'mente' 'cervello'],['entità' 'mente'],['B-' 'B-' 'O'],
42,1G_6,"sentimento, emozione",amore,affetto,emozione,42_1G_6,['sentimento' 'emozione' 'affetto' 'amore'],['sentimento' 'affetto' 'amore'],['B-' 'O' 'B-' 'B-'],
1368,1D_20,"lavoro, mestiere","Gardenghi, Zagni",insegnante,"mestiere, Zagni",1368_1D_20,['lavoro' 'mestiere' 'insegnante' 'Gardenghi' 'Zagni'],['lavoro' 'insegnante' 'Gardenghi'],['B-' 'O' 'B-' 'B-' 'O'],
1685,3C_2,"diritto, stato nel quale ci dobbiamo trovare per costituzione","libertà di espressione, libertà di espressione di stampa",libertà,stato nel quale ci dobbiamo trovare per costituzione,1685_3C_2,"['diritto' 'stato nel quale ci dobbiamo trovare per costituzione'
 'libertà' 'libertà di espressione' 'libertà di espressione di stampa']","['diritto' 'libertà' 'libertà di espressione'
 'libertà di espressione di stampa']",['B-' 'O' 'B-' 'B-' 'B-'],
2704,5D_22,"pensiero, scene, finzione, realtà, fatti realmente accaduti",incubo,sogno,"scene, finzione, realtà, fatti realmente accaduti",2704_5D_22,"['pensiero' 'scene' 'finzione' 'realtà' 'fatti realmente accaduti' 'sogno'
 'incubo']",['pensiero' 'sogno' 'incubo'],['B-' 'O' 'O' 'O' 'O' 'B-' 'B-'],
1304,3C_3,"emozione, sensazione, sentimento","divertimento, compagnia",gioia,"sentimento, divertimento, compagnia",1304_3C_3,['emozione' 'sensazione' 'sentimento' 'gioia' 'divertimento' 'compagnia'],['emozione' 'sensazione' 'gioia'],['B-' 'B-' 'O' 'B-' 'O' 'O'],
545,5B_19,"veicolo, mezzo di trasporto, privato",yaris,automobile,privato,545_5B_19,['veicolo' 'mezzo di trasporto' 'privato' 'automobile' 'yaris'],['veicolo' 'mezzo di trasporto' 'automobile' 'yaris'],['B-' 'B-' 'O' 'B-' 'B-'],
2183,2E_14,"terrore, emozione","timore, rimorso",paura,"terrore, timore, rimorso",2183_2E_14,['terrore' 'emozione' 'paura' 'timore' 'rimorso'],['emozione' 'paura'],['O' 'B-' 'B-' 'O' 'O'],
1095,3C_6,"mezzo per viaggiare, oggetto con ruote","ferrari, macchina costosa",automobile,"mezzo per viaggiare, macchina costosa",1095_3C_6,"['mezzo per viaggiare' 'oggetto con ruote' 'automobile' 'ferrari'
 'macchina costosa']",['oggetto con ruote' 'automobile' 'ferrari'],['O' 'B-' 'B-' 'B-' 'O'],
154,5B_13,"emozione, sentimento",voler bene,affetto,sentimento,154_5B_13,['emozione' 'sentimento' 'affetto' 'voler bene'],['emozione' 'affetto' 'voler bene'],['B-' 'O' 'B-' 'B-'],
964,5D_6,"animale, essere vivente",pony,cavallo,,964_5D_6,['animale' 'essere vivente' 'cavallo' 'pony'],['animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-'],
741,5B_20,"mestiere, diritto",babysitter,badante,babysitter,741_5B_20,['mestiere' 'diritto' 'badante' 'babysitter'],['mestiere' 'diritto' 'badante'],['B-' 'B-' 'B-' 'O'],
2078,2F_17,mestiere,"di inglese, prof steele",insegnante,,2078_2F_17,['mestiere' 'insegnante' 'insegnante di inglese' 'prof steele'],['mestiere' 'insegnante' 'insegnante di inglese' 'prof steele'],['B-' 'B-' 'B-' 'B-'],di inglese|||insegnante di inglese___
1981,1G_7,pensiero,"lavoramento, i sentimenti, stanchezza",mente,"pensiero, lavoramento, i sentimenti, stanchezza",1981_1G_7,['pensiero' 'mente' 'lavoramento' 'i sentimenti' 'stanchezza'],['mente'],['O' 'B-' 'O' 'O' 'O'],
943,2E_22,emozione,"ragno, fantasma",paura,fantasma,943_2E_22,['emozione' 'paura' 'ragno' 'fantasma'],['emozione' 'paura' 'ragno'],['B-' 'B-' 'B-' 'O'],
1306,1D_6,mezzo di trasporto,opel corsa,automobile,,1306_1D_6,['mezzo di trasporto' 'automobile' 'opel corsa'],['mezzo di trasporto' 'automobile' 'opel corsa'],['B-' 'B-' 'B-'],
1435,2F_16,,"spiega, insegna, verifica",insegnante,"spiega, insegna, verifica",1435_2F_16,[' insegnante' 'spiega' 'insegna' 'verifica'],[' insegnante'],['B-' 'O' 'O' 'O'],
1791,5D_18,"persona, mammifero, animale, essere vivente, entità",pauroso,insegnante,pauroso,1791_5D_18,"['persona' 'mammifero' 'animale' 'essere vivente' 'entità' 'insegnante'
 'pauroso']",['persona' 'mammifero' 'animale' 'essere vivente' 'entità' 'insegnante'],['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'O'],
2759,1G_9,,"orologio, ora, minuto",tempo,"orologio, minuto",2759_1G_9,[' tempo' 'orologio' 'ora' 'minuto'],[' tempo' 'ora'],['B-' 'O' 'B-' 'O'],
1607,5D_3,lavoro,di bambini,badante,di bambini,1607_5D_3,['lavoro' 'badante' 'badante di bambini'],['lavoro' 'badante'],['B-' 'B-' 'O'],di bambini|||badante di bambini___
376,5D_21,persona,pilota,autista,,376_5D_21,['persona' 'autista' 'pilota'],['persona' 'autista' 'pilota'],['B-' 'B-' 'B-'],
1666,3B_26,"emozione, senso","parola, lettere",libertà,"emozione, senso, lettere",1666_3B_26,['emozione' 'senso' 'libertà' 'parola' 'lettere'],['libertà' 'parola'],['O' 'O' 'B-' 'B-' 'O'],
713,2E_7,emozione,"voler bene, amare, la mamma",affetto,amare,713_2E_7,['emozione' 'affetto' 'voler bene' 'amare' 'la mamma'],['emozione' 'affetto' 'voler bene' 'la mamma'],['B-' 'B-' 'B-' 'O' 'B-'],
1875,3C_16,"ospedale, curare, curare i tumori",ortopedico,medico,"ospedale, curare, curare i tumori",1875_3C_16,['ospedale' 'curare' 'curare i tumori' 'medico' 'ortopedico'],['medico' 'ortopedico'],['O' 'O' 'O' 'B-' 'B-'],
720,2E_8,"gioia, felicità",,libertà,"gioia, felicità",720_2E_8,['gioia' 'felicità' 'libertà'],['libertà'],['O' 'O' 'B-'],
1837,5D_22,"animale, essere vivente, mammifero, cellula","bianco, nero, marrone",cavallo,"mammifero, cellula, nero, marrone",1837_5D_22,"['animale' 'essere vivente' 'mammifero' 'cellula' 'cavallo' 'bianco'
 'nero' 'marrone']",['animale' 'essere vivente' 'cavallo' 'bianco'],['B-' 'B-' 'O' 'O' 'B-' 'B-' 'O' 'O'],
1376,1D_7,,,insegnante,,1376_1D_7,[' insegnante'],[' insegnante'],['B-'],
1668,3B_4,dovere,,libertà,dovere,1668_3B_4,['dovere' 'libertà'],['libertà'],['O' 'B-'],
1927,2F_5,immaginazione,incubo,sogno,,1927_2F_5,['immaginazione' 'sogno' 'incubo'],['immaginazione' 'sogno' 'incubo'],['B-' 'B-' 'B-'],
1338,1D_8,"persona, essere umano, essere vivente, entità",di una macchina,autista,,1338_1D_8,"['persona' 'essere umano' 'essere vivente' 'entità' 'autista'
 'autista di una macchina']","['persona' 'essere umano' 'essere vivente' 'entità' 'autista'
 'autista di una macchina']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-'],di una macchina|||autista di una macchina___
1997,2E_21,"neuroni, cervello, parte del corpo",umani,mente,"neuroni, cervello, parte del corpo, umani",1997_2E_21,['neuroni' 'cervello' 'parte del corpo' 'mente' 'umani'],['mente'],['O' 'O' 'O' 'B-' 'O'],
565,5D_18,mezzo di trasporto,ferrari,automobile,,565_5D_18,['mezzo di trasporto' 'automobile' 'ferrari'],['mezzo di trasporto' 'automobile' 'ferrari'],['B-' 'B-' 'B-'],
170,1G_13,"cosa concreta, cosa che si tocca, oggetto, entità",per bambini,giocattolo,cosa che si tocca,170_1G_13,"['cosa concreta' 'cosa che si tocca' 'oggetto' 'entità' 'giocattolo'
 'giocattolo per bambini']",['cosa concreta' 'oggetto' 'entità' 'giocattolo' 'giocattolo per bambini'],['B-' 'O' 'B-' 'B-' 'B-' 'B-'],per bambini|||giocattolo per bambini___
2034,2F_13,"tempo meteorologico, clima, ambiente, tempo di spazio",pioggia,tempo,"tempo meteorologico, clima, ambiente, tempo di spazio",2034_2F_13,"['tempo meteorologico' 'clima' 'ambiente' 'tempo di spazio' 'tempo'
 'pioggia']",['tempo' 'pioggia'],['O' 'O' 'O' 'O' 'B-' 'B-'],
1891,2F_3,"dottore, lavoro, persona",dentista,medico,"dottore, persona",1891_2F_3,['dottore' 'lavoro' 'persona' 'medico' 'dentista'],['lavoro' 'medico' 'dentista'],['O' 'B-' 'O' 'B-' 'B-'],
1184,3C_12,oggetto,cassiera,giocattolo,cassiera,1184_3C_12,['oggetto' 'giocattolo' 'cassiera'],['oggetto' 'giocattolo'],['B-' 'B-' 'O'],
1396,1G_4,"mestiere, professione, lavoro",,insegnante,professione,1396_1G_4,['mestiere' 'professione' 'lavoro' 'insegnante'],['mestiere' 'lavoro' 'insegnante'],['B-' 'O' 'B-' 'B-'],
2444,3C_25,,"curare, trova un lavoro",medico,"curare, trova un lavoro",2444_3C_25,[' medico' 'curare' 'trova un lavoro'],[' medico'],['B-' 'O' 'O'],
1549,1D_21,convenzione ,orologio,tempo,orologio,1549_1D_21,['convenzione ' 'tempo' 'orologio'],['convenzione ' 'tempo'],['B-' 'B-' 'O'],
775,2E_11,"per bambini, divertimento","macchina, lego",giocattolo,"per bambini, divertimento",775_2E_11,['per bambini' 'divertimento' 'giocattolo' 'macchina' 'lego'],['giocattolo' 'macchina' 'lego'],['O' 'O' 'B-' 'B-' 'B-'],
2056,2F_14,"organo vitale, organo, parte del corpo, entità",mente aperta,mente,"organo vitale, organo, parte del corpo",2056_2F_14,"['organo vitale' 'organo' 'parte del corpo' 'entità' 'mente'
 'mente aperta']",['entità' 'mente' 'mente aperta'],['O' 'O' 'O' 'B-' 'B-' 'B-'],
1979,1G_5,,,mente,,1979_1G_5,[' mente'],[' mente'],['B-'],
2227,2F_26,sensazione,,libertà,,2227_2F_26,['sensazione' 'libertà'],['sensazione' 'libertà'],['B-' 'B-'],
1450,1D_15,,aiuta,autista,aiuta,1450_1D_15,[' autista' 'aiuta'],[' autista'],['B-' 'O'],
2237,2F_26,dolce,"alla vaniglia, al cioccolato",torta,al cioccolato,2237_2F_26,['dolce' 'torta' 'torta alla vaniglia' 'al cioccolato'],['dolce' 'torta' 'torta alla vaniglia'],['B-' 'B-' 'B-' 'O'],alla vaniglia|||torta alla vaniglia___
2427,3C_24,"lavoro, azione, momento, istante",anziani,badante,"momento, istante",2427_3C_24,['lavoro' 'azione' 'momento' 'istante' 'badante' 'anziani'],['lavoro' 'azione' 'badante' 'anziani'],['B-' 'B-' 'O' 'O' 'B-' 'B-'],
2137,1D_14,emozione,,paura,,2137_1D_14,['emozione' 'paura'],['emozione' 'paura'],['B-' 'B-'],
2172,2F_22,"sentimento, emozione",coccole,affetto,"emozione, coccole",2172_2F_22,['sentimento' 'emozione' 'affetto' 'coccole'],['sentimento' 'affetto'],['B-' 'O' 'B-' 'O'],
276,1G_23,"emozione positiva, emozione, sentimento, concetto astratto",irrefrenabile ,gioia,sentimento,276_1G_23,"['emozione positiva' 'emozione' 'sentimento' 'concetto astratto' 'gioia'
 'irrefrenabile']","['emozione positiva' 'emozione' 'concetto astratto' 'gioia'
 'irrefrenabile']",['B-' 'B-' 'O' 'B-' 'B-' 'B-'],
